baidu 百度
英武 威武
应接不暇 目不暇接
引路 带路
音讯 消息
毅然 决然
益处 好处
异样 异常
以身试法 知法犯法
以管窥天 坐井观天
遗迹 遗址
移花接木 偷梁换柱
依然 仍然
依旧 照旧
依次 顺次
医治 治疗
衣着 穿着
一枕黄粱 南柯一梦
一望无际 一马平川
一穷二白 一贫如洗
一贫如洗 一无所有
一模一样 如出一辙
一命呜呼 与世长辞
一马当先 身先士卒
一律 一概
一路顺风 一帆风顺
一举成名 一鸣惊人
一贯 一向
邀请 约请
仰头 抬头
扬长而去 拂袖而去
央求 恳求
厌弃 嫌弃
厌恶 讨厌
炎热 酷热
严寒 酷寒
烟消云散 云消雾散
寻找 寻觅
勋绩 功勋
血海深仇 深仇大恨
炫目 夺目
旋绕 缭绕
煊赫 显赫
喧嚷 吵嚷
许久 好久
虚夸 浮夸
秀丽 娟秀
修葺 修缮
休戚与共 同甘共苦
雄姿 英姿
胸襟 胸怀
凶残 残暴
形势 情势
行将 即将
星河 银河
兴修 兴建
兴盛 昌盛
兴隆 兴盛
信口雌黄 胡说八道
心有余而力不足 爱莫能助
心有灵犀一点通 心心相印
心服口服 心悦诚服
效用 功效
效劳 效力
嚣张 猖狂
详尽 详实
相符 符合
陷入 堕入
显露 显现
显而易见 不言而喻
嫌弃 厌弃
娴熟 纯熟
闲聊 闲谈
鲜艳 艳丽
袭击 攻击
习俗 风俗
熙熙攘攘 冷冷清清
希求 企求
五湖四海 大江南北
无须 不必
无心 无意
无所适从 莫衷一是
无所不包 包罗万象
无论 不管
无拘无束 自由自在
无济于事 杯水车薪
乌七八糟 乱七八糟
斡旋 调停
问寒问暖 问长问短
稳当 稳妥
温习 复习
未卜先知 料事如神
委靡 颓废
惟妙惟肖 活灵活现
唯利是图 利欲熏心
违反 违背
违 背
围剿 围歼
为期不远 指日可待
为虎作伥 助纣为虐
望梅止渴 画饼充饥
忘乎所以 得意忘形
往日 昔日
往常 平常
网罗 收罗
万紫千红 姹紫嫣红
万死不辞 在所不辞
万古流芳 名垂青史
万古长存 万古长青
玩火自焚 自取灭亡
完璧归赵 物归原主
完毕 终了
歪斜 倾斜
歪门邪道 旁门左道
歪风邪气 歪门邪道
退缩 畏缩
推延 推迟
推广 推行
推迟 推延
徒有虚名 名不副实
偷梁换柱 移花接木
痛哭流涕 声泪俱下
同室操戈 自相残杀
同仇敌忾 同仇敌慨
通晓 知晓
通通 统统
听之任之 听其自然
听任 听凭
贴补 补助
挑拣 挑选
天穹 苍穹
天怒人怨 怨声载道
提问 发问
提前 提早
特务 间谍
逃之夭夭 溜之大吉
叹气 叹息
袒护 包庇
贪官 赃官
坍台 倒台
素日 平日
素常 平素
颂扬 歌颂
诵读 朗读
耸立 屹立
似水流年 光阴似箭
似乎 仿佛
伺机 乘机
伺候 服侍
四分五裂 支离破碎
司空见惯 习以为常
衰败 衰落
熟悉 熟习
熟视无睹 视而不见
瘦骨嶙峋 骨瘦如柴
寿终正寝 与世长辞
手到擒来 易如反掌
手到病除 妙手回春
适宜 适合
视线 视野
侍候 伺候
事先 事前
士兵 兵士
时日 光阴
施行 实施
施舍 恩赐
盛怒 震怒
省悟 觉悟
省亲 探亲
省吃俭用 节衣缩食
声称 宣称
深信 坚信
身先士卒 一马当先
身败名裂 声名狼藉
申斥 训斥
涉及 触及
舍短取长 取长补短
奢求 苛求
稍微 略微
筛选 挑选
沙场 疆场
如影随行 形影不离
如兄如弟 情同手足
如梦初醒 恍然大悟
如法炮制 依样画葫芦
容貌 面貌
日月如梭 光阴似箭
日暮途穷 山穷水尽
日久天长 经年累月
仍然 依然
扔弃 抛弃
任凭 听凭
人强马壮 兵强马壮
然而 但是
群众 大众
痊愈 康复
取得 获得
祛病延年 延年益寿
驱散 遣散
区分 辨别
求教 请教
穷困 贫困
情景 情形
情急生智 急中生智
清扫 打扫
倾听 聆听
轻快 轻盈
勤快 勤劳
钦佩 敬佩
钦敬 崇敬
侵吞 并吞
窃取 盗取
窍门 诀窍
强占 侵占
强盗 匪徒
奇异 奇特
欺侮 欺负
欺世盗名 沽名钓誉
七拼八凑 东拼西凑
凭仗 仰仗
评头品足 品头论足
贫穷 贫困
譬如 比方
蓬松 疏松
抛售 兜售
歪门邪道 旁门左道
判别 辨别
怄气 生气
挪动 移动
怒斥 痛斥
奴颜婢膝 卑躬屈膝
鸟瞰 俯瞰
念旧 怀旧
能说会道 伶牙俐齿
能耐 本事
喃喃自语 自言自语
目睹 目击
谬误 错误
名垂青史 流芳百世
绵薄 微薄
没落 衰败
没精打采 垂头丧气
茂密 茂盛
茅塞顿开 恍然大悟
毛糙 粗糙
慢慢 渐渐
满城风雨 沸沸扬扬
满不在乎 毫不在意
卖命 卖力
麻利 敏捷
落幕 闭幕
沦亡 消亡
略微 稍微
屡次 多次
留念 纪念
领路 带路
列举 罗列
良心 良知
恋恋不舍 依依不舍
脸孔 面孔
联络 联系
理会 理睬
离任 离职
朗诵 朗读
岿然不动 纹丝不动
宽绰 宽阔
苦尽甘来 否极泰来
空幻 虚幻
坑骗 欺骗
垦荒 开荒
刻不容缓 迫在眉睫
刻板 呆板
克敌制胜 旗开得胜
坎坷 曲折
开荒 拓荒
俊杰 豪杰
绝无仅有 独一无二
绝路 死路
绝交 断交
绝处逢生 逢凶化吉
诀窍 窍门
决然 毅然
娟秀 清秀
具备 具有
举荐 推荐
沮丧 懊丧
救死扶伤 治病救人
旧址 原址
静寂 寂静
竟然 居然
警告 正告
精疲力竭 筋疲力尽
精妙 精巧
经常 常常
禁忌 忌讳
筋疲力尽 精疲力竭
金碧堂皇 富丽堂皇
借故 托故
竭力 极力
揭示 揭露
接替 代替
搅扰 烦扰
蛟龙得水 如鱼得水
交战 交兵
匠心独运 独具匠心
疆土 国土
将功折罪 将功补过
间谍 特务
坚硬 坚固
假设 假定
假如 假设
家喻户晓 众所周知
家破人亡 流离失所
加紧 抓紧
忌妒 妒忌
记述 记叙
几乎 几近
嫉妒 妒忌
集思广益 群策群力
集聚 会聚
即将 行将
即便 即使
激发 激起
鸡鸣狗盗 旁门左道
讥刺 讽刺
祸害 祸患
获悉 得悉
获得 取得
活路 生路
混同 混淆
昏头昏脑 晕头转向
会聚 集聚
汇聚 会聚
汇集 聚集
慌手慌脚 手忙脚乱
化为泡影 化为乌有
互相 相互
宏图 雄图
核查 核对
沆瀣一气 狼狈为奸
含意 含义
害羞 害臊
瑰丽 绮丽
瑰宝 珍宝
管教 管束
瓜葛 关系
顾惜 爱惜
共计 总计
根源 本源
敢于 勇于
赶紧 赶忙
复旧 复古
俯首贴耳 唯命是从
奉还 归还
风声鹤唳 草木皆兵
风靡 风行
丰饶 富饶
费劲 费力
飞黄腾达 青云直上
飞蛾扑火 自取灭亡
放任自流 任其自然
防止 避免
发祥 发源
发问 提问
发楞 发愣
发呆 发愣
恶意 歹意
恶劣 卑劣
多次 屡次
遁辞 托辞
对于 对
断定 判定
短促 急促
独断独行 一意孤行
督促 催促
恫吓 威吓
动工 开工
丢弃 抛弃
掂量 权衡
等同 同等
登时 顿时
得悉 得知
捣毁 摧毁
倒台 垮台
带路 领路
歹意 恶意
歹毒 恶毒
错综复杂 扑朔迷离
寸步难行 步履维艰
促成 促进
粗豪 粗犷
凑巧 恰巧
凑近 靠近
聪颖 聪慧
从新 重新
从来 历来
刺探 打探
辞退 解雇
辞世 谢世
慈爱 慈祥
唇枪舌剑 针锋相对
纯朴 质朴
垂涎三尺 垂涎欲滴
创痕 伤痕
触类旁通 举一反三
处之泰然 泰然自若
处心积虑 挖空心思
储存 贮存
仇敌 仇人
赤贫如洗 一无所有
叱骂 责骂
持之以恒 锲而不舍
惩处 惩办
乘人之危 落井下石
承当 承担
成心 故意
成千上万 不计其数
称誉 称赞
称心如意 心满意足
扯谎 撒谎
吵嚷 喧嚷
昌盛 兴盛
差遣 派遣
差错 过失
姹紫嫣红 万紫千红
诧异 惊讶
察觉 发觉
嘈杂 喧闹
操办 筹办
苍穹 天穹
苍凉 凄凉
仓猝 匆促
裁决 判决
不知所措 手足无措
不闻不问 漠不关心
不妨 无妨
博览群书 博学多才
播送 广播
比照 对照
本源 根源
杯水车薪 无济于事
暴跳如雷 大发雷霆
板滞 呆板
斑驳陆离 光怪陆离
败退 溃退
罢职 撤职
罢黜 免除
暗淡 昏暗
安如磐石 安如泰山
爱莫能助 心有余而力不足
唉声叹气 长吁短叹
如同 犹如
倦怠 疲倦
赐给 赏给
繁茂 茂盛
但若 但如果
妇检 妇科体检
特有的 独有的
不得不 不能不
有无 有没有
这时 这时候
彩超 彩色B超
日后 往后
仅有 唯一
变为 变成
改为 改成
是不是 是否是
每个 每一个
之后 以后
以及 和
至关 相当
好于 好过
瓜果 水果
来讲 来说
日常 平常
柑橘 柑桔
马铃薯 土豆
洋芋 土豆
汤匙 汤勺
一晚上 一夜
在我眼里 在我看来
在他眼里 在他看来
在她眼里 在她看来
在他们眼里 在他们看来
其实是 实际上是
另一 另外一
一块儿 一起
就能 就可以
即可 便可
面部 脸部
放松一下 轻松一下
就医 就诊
左边 左侧
右边 右侧
早期 初期
双侧 两侧
所致 而至
加剧 加重
尽可能 尽量
少许 少量
常见病 常见疾病
缓解 减缓
受益不浅 受益匪浅
凡有 凡是有
概率 几率
糟糕 糟
越来越 愈来愈
方方面面 各个方面
并无 并没有
显着 明显
适量 适当
无益于 不利于
最先 最早
防寒 御寒
历时 用时
均可 都可
已经 已
没有将 未将
缘故 原因
患了 得了
近年 最近几年
以前 之前
最佳 最好
足量 充足
二者 两者
同样 一样
过多 过量
男女老幼 男女老少
为什么 为何
最常见 最多见
当成 当做
想想 想一想
男友 男朋友
搞 弄
指望 期望
到底是 究竟是
准许 准予
夏朝 夏代
商朝 商代
周朝 周代
秦朝 秦代
汉朝 汉代
唐朝 唐代
宋朝 宋代
元朝 元代
明朝 明代
清朝 清代
夏代 夏朝
商代 商朝
周代 周朝
秦代 秦朝
汉代 汉朝
唐代 唐朝
宋代 宋朝
元代 元朝
明代 明朝
清代 清朝
颇有 很有
攀升 爬升
为何 为什么
持续 延续
如下 以下
-1 ⑴
-2 ⑵
-3 ⑶
-4 ⑷
-5 ⑸
-6 ⑹
-7 ⑺
-8 ⑻
-9 ⑼
-10 ⑽
-11 ⑾
-12 ⑿
-13 ⒀
-14 ⒁
-15 ⒂
每一个 每个
并非 并不是
极其 极为
虽说 虽然说
征兆 征象
彻底 完全
成为了 成了
强体健身 强身健体
暗地里 背后
近年 近些年
这人 此人
未尝 何尝
获取 获得
满腹经纶 学富五车
在乎 在意
黎明 拂晓
扒开 拨开
遥望 眺望
叫苦不迭 叫苦连天
往返 来回
天天 每天
新房 新居
清幽 幽静
意气风发 斗志昂扬
心旷神怡 赏心悦目
当今 现今
殊不知 却不知
何苦 何必
一辈子 一生
缓和 和缓
问询 询问
并吞 吞并
嫉妒 妒忌
累积 积累
夜半 半夜
机电 电机
往来 来往
路线 线路
样子 模样
物是人非 事过境迁
这种 这类
哪种 哪类
愈加 越发
稍不 略不
稍加 略加
事态 局势
悬殊 差异
于是 因而
发泄 宣泄
优柔寡断 犹豫不决
琐事 杂事
再也不 不再
两码事 两回事
经受 承受
易如反掌 轻而易举
曾经 曾
日益 日趋
哀痛 哀思
挨次 依次
挨近 靠近
安抚 抚慰
安如 安若
按次 顺次
暗算 暗害
安妥 稳妥
安歇 安息
暗语 隐语
白日 白天
百战不殆 百战百胜
摆布 左右
摆阔 显摆
败落 衰落
半壁河山 半壁江山
无非 不过
采集 收集
残存 残余
惨然 惨淡
惨重 惨痛
A Ａ
B Ｂ
C Ｃ
D Ｄ
E Ｅ
F Ｆ
G Ｇ
H Ｈ
I Ｉ
J Ｊ
K Ｋ
L Ｌ
M Ｍ
N Ｎ
O Ｏ
P Ｐ
Q Ｑ
R Ｒ
S Ｓ
T Ｔ
U Ｕ
V Ｖ
W Ｗ
X Ｘ
Y Ｙ
Z Ｚ
Ａ A
Ｂ B
Ｃ C
Ｄ D
Ｅ E
Ｆ F
Ｇ G
Ｈ H
Ｉ I
Ｊ J
Ｋ K
Ｌ L
Ｍ M
Ｎ N
Ｏ O
Ｐ P
Ｑ Q
Ｒ R
Ｓ S
Ｔ T
Ｕ U
Ｖ V
Ｗ W
Ｘ X
Ｙ Y
Ｚ Z
造成的 酿成的
彻头彻尾 彻彻底底
撤兵 撤军
岔路 岔道
茶馆 茶社
查办 查究
插足 插手
层出不穷 层见叠出
才智 才干
才高气傲 恃才傲物
擦拳磨掌 摩拳擦掌
猜测 猜想
暴跌 狂跌
笨嘴 笨口
拙见 鄙见
逼不得已 必不得以
兵营 军营
不日 克日
不闻不问 不理不睬
不虚此行 不枉此行
不折不扣 彻彻底底
不管是 不论是
非但 不但
前几天 头几天
头几天 前几天
患上 得
妇科疾病 妇科病
真正的 真实的
意识到 意想到
言行举止 言谈举止
职业女性 职场女性
免了吧 算了吧
不比是 不像是
先后 前后
已是 已经是
弹无虚发 百发百中
岁月如梭 光阴似箭
尤为 尤其
惟一 唯一
踟躇 踟蹰
串连 串联
辞汇 词汇
词令 辞令
哒哒 嗒嗒
打冷颤 打冷战
铛铛 当当
捣腾 倒腾
灯心 灯芯
滴里嘟噜 嘀里嘟噜
钉梢 盯梢
丢三拉四 丢三落四
翻然 幡然
忿恨 愤恨
夫倡妇随 夫唱妇随
浮图 浮屠
辐凑 辐辏
福份 福分
赋与 赋予
夹肢窝 胳肢窝
格登 咯噔
根抵 根底
梗咽 哽咽
勾针 钩针
够戗 够呛
孤伶伶 孤零零
轱轳 轱辘
故技 故伎
刮刮叫 呱呱叫
寒颤 寒战
嚎啕 号啕
好高务远 好高骛远
贺辞 贺词
黑鼓隆咚 黑咕隆咚
轰笑 哄笑
宏亮 洪亮
花狸狐哨 花里胡哨
花梢 花哨
花消 花销
黄历 皇历
混身 浑身
浑沌 混沌
辑逸 辑佚
趼子 茧子
交待 交代
脚鸭子 脚丫子
菁华 精华
警省 警醒
酒钟 酒盅
老趼 老茧
乐和和 乐呵呵
乐孜孜 乐滋滋
蹓弯儿 遛弯儿
乱烘烘 乱哄哄
慢道 漫道
慢说 漫说
棉子 棉籽
藐小 渺小
渺远 邈远
摸棱两可 模棱两可
秣马利兵 秣马厉兵
木犀 木樨
闹轰轰 闹哄哄
粘稠 黏稠
粘糊 黏糊
粘液 黏液
暖呼呼 暖乎乎
扒犁 爬犁
皮簧 皮黄
漂渺 飘渺
凭白无故 平白无故
匍伏 匍匐
牵就 迁就
遣辞 遣词
取销 取消
雀瘢 雀斑
热剌剌 热辣辣
如雷灌耳 如雷贯耳
深醒 深省
甚么 什么
视阈 视域
誓辞 誓词
授与 授予
摔交 摔跤
鎯头 榔头
踉蹡 踉跄
嘹喨 嘹亮
撩乱 缭乱
囹圉 囹圄
留连 流连
热呼呼 热乎乎
热呼 热乎
无动于中 无动于衷
无宁 毋宁
无庸 毋庸
瘜肉 息肉
希少 稀少
希世 稀世
希有 稀有
噏动 翕动
洗炼 洗练
贤慧 贤惠
像貌 相貌
萧洒 潇洒
惺松 惺忪
秀外惠中 秀外慧中
叙文 序文
叙言 序言
训戒 训诫
压伏 压服
压韵 押韵
雅片 鸦片
洋琴 扬琴
一槌定音 一锤定音
一古脑儿 一股脑儿
衣衿 衣襟
义无返顾 义无反顾
霪雨 淫雨
赢余 盈余
余辉 余晖
鱼具 渔具
鱼网 渔网
预闻 与闻
御手 驭手
豫备 预备
元煤 原煤
原由 缘由
月蚀 月食
月芽 月牙
云豆 芸豆
杂遝 杂沓
再接再砺 再接再厉
斩新 崭新
展转 辗转
颤栗 战栗
帐本 账本
正经八摆 正经八百
直接了当 直截了当
指手划脚 指手画脚
转游 转悠
装璜 装潢
孳孳 孜孜
姿式 姿势
子细 仔细
自各儿 自个儿
左证 佐证
暗渡陈仓 暗度陈仓
把式 把势
般配 班配
棒槌 棒棰
曝光 暴光
报道 报导
悲愤 悲忿
悖理 背理
比划 比画
笔芯 笔心
筚路蓝缕 荜路蓝缕
辩词 辩辞
仓惶 仓遑
唱功 唱工
吃里爬外 吃里扒外
踟蹰 踟躇
词汇 辞汇
辞令 词令
嗒嗒 哒哒
当当 铛铛
倒腾 捣腾
悼词 悼辞
嘀里嘟噜 滴里嘟噜
盯梢 钉梢
丢三落四 丢三拉四
峨眉山 峨嵋山
幡然 翻然
浮屠 浮图
辐辏 辐凑
胳肢窝 夹肢窝
干吗 干嘛
咯噔 格登
根底 根抵
哽咽 梗咽
宫庭 宫廷
钩针 勾针
够呛 够戗
孤零零 孤伶伶
轱辘 轱轳
故伎 故技
号啕 嚎啕
好高骛远 好高务远
和事佬 和事老
贺词 贺辞
黑咕隆咚 黑鼓隆咚
哄笑 轰笑
花里胡哨 花狸狐哨
花哨 花梢
花销 花消
皇历 黄历
混沌 浑沌
辑佚 辑逸
纪要 记要
茧子 趼子
脚丫子 脚鸭子
脚趾 脚指
较真 叫真
警醒 警省
酒盅 酒钟
开销 开消
看作 看做
老茧 老趼
乐呵呵 乐和和
伶牙俐齿 伶牙利齿
遛弯儿 蹓弯儿
乱哄哄 乱烘烘
漫道 慢道
漫说 慢说
贸然 冒然
邈远 渺远
秣马厉兵 秣马利兵
闹哄哄 闹轰轰
黏稠 粘稠
黏糊 粘糊
黏土 粘土
粘性 粘性
黏液 粘液
念叨 念道
暖乎乎 暖呼呼
爬犁 扒犁
皮黄 皮簧
剽悍 懀呛
飘渺 漂渺
平白无故 凭白无故
起讫 起迄
气门芯 气门心
遣词 遣辞
枪支 枪枝
情分 情份
热辣辣 热剌剌
如雷贯耳 如雷灌耳
散佚 散逸
砂锅 沙锅
砂壶 沙壶
砂浆 沙浆
砂糖 沙糖
煞尾 杀尾
山巅 山颠
深省 深醒
什么 甚么
神父 神甫
省份 省分
拾遗补缺 抬遗补阕
仕女画 士女画
视域 视阈
誓词 誓辞
授予 授与
摔跤 摔交
水分 水份
水涨船高 水长船高
死乞白赖 死气白赖
夙愿 宿愿
素来 夙来
宿敌 夙敌
宿儒 夙儒
宿怨 夙怨
体己 梯己
题词 题辞
倜傥 俶傥
瞳仁 瞳人
褪色 退色
玩耍 顽耍
唯独 惟独
唯恐 惟恐
唯命是从 惟命是从
唯其 惟其
唯我独尊 惟我独尊
唯有 惟有
委婉 委宛
诿罪 委罪
萎靡 委靡
萎谢 委谢
无精打采 无精打彩
无上 无尚
唏嘘 欷歔
喜滋滋 喜孜孜
消歇 销歇
漩涡 旋涡
丫环 丫鬟
押宝 压宝
哑巴 哑吧
引申 引伸
硬邦邦 硬梆梆
鱼汛 渔汛
渔鼓 鱼鼓
陨落 殒落
在座 在坐
糟踏 糟塌
珍馐 珍羞
籽粒 子粒
籽棉 子棉
籽实 子实
作弊 做弊
作美 做美
作弄 做弄
作秀 做秀
坐落 座落
座次 坐次
座位 坐位
按语 案语
百废俱兴 百废具兴
百叶窗 百页窗
斑驳 班驳
孢子 胞子
保镖 保镳
保姆 保母
辈分 辈份
笔画 笔划
毕恭毕敬 必恭必敬
编者按 编者案
扁豆 藊豆
鬓角 鬓脚
补丁 补钉
差池 差迟
掺和 搀和
掺假 搀假
掺杂 搀杂
徜徉 倘佯
车厢 车箱
称心 趁心
成分 成份
澄澈 澄彻
侈靡 侈糜
筹码 筹马
踌躇 踌蹰
喘吁吁 喘嘘嘘
瓷器 磁器
搭讪 搭赸
戴孝 带孝
担忧 耽忧
淡然 澹然
低回 低徊
跌跤 跌交
喋血 蹀血
逗趣儿 斗趣儿
端午 端五
发人深省 发人深醒
分量 份量
分内 份内
分子 份子
愤愤 忿忿
疯癫 疯颠
锋芒 锋铓
伏侍 服事
服输 伏输
负隅顽抗 负嵎顽抗
附会 傅会
复信 覆信
覆辙 复辙
梗直 鲠直
勾连 勾联
辜负 孤负
股份 股分
骨瘦如柴 骨瘦如豺
归根结底 归根结柢
规诫 规戒
鬼哭狼嚎 鬼哭狼嗥
蛤蟆 虾蟆
含蓄 涵蓄
寒碜 寒伧
喝倒彩 喝倒采
弘扬 宏扬
红彤彤 红通通
宏论 弘论
弘图 鸿图
宏愿 弘愿
宏旨 弘旨
洪福 鸿福
糊涂 胡涂
恍惚 恍忽
溃脓 殨脓
伙伴 火伴
纪念 记念
寄予 寄与
夹克 茄克
嘉宾 佳宾
架势 架式
骄奢淫逸 骄奢淫佚
角门 脚门
脚跟 脚根
纠合 鸠合
就座 就坐
克期 刻期
阔佬 阔老
烂漫 烂缦
狼藉 狼籍
榔头 鎯头
累赘 累坠
黧黑 黎黑
连贯 联贯
连缀 联缀
联袂 连袂
联翩 连翩
踉跄 踉蹡
囹圄 囹圉
流连 留连
录像 录相
络腮胡子 落腮胡子
落寞 落漠
麻风 麻风
麻疹 麻疹
马蜂 蚂蜂
门槛 门坎
靡费 糜费
绵连 绵联
模拟 摹拟
摹写 模写
摩擦 磨擦
脉脉 眽眽
那么 那末
内讧 内哄
凝练 凝炼
纽扣 钮扣
盘曲 蟠曲
盘陀 盘陁
磐石 盘石
蹒跚 盘跚
彷徨 旁皇
漂流 飘流
飘摇 飘飖
凭空 平空
情愫 情素
劝诫 劝戒
热乎乎 热呼呼
热乎 热呼
热衷 热中
日食 日蚀
入座 入坐
